age,education,education-num,marital-status,occupation,relationship,race,sex
"[30, 33)",Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male
"[54, 57)",Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female
"[63, 66)",HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
"[18, 21)",HS-grad,9,Never-married,Sales,Other-relative,Black,Female
"[42, 45)",HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male
"[33, 36)",11th,7,Divorced,Transport-moving,Not-in-family,White,Male
"[39, 42)",Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female
"[36, 39)",Some-college,10,Divorced,Exec-managerial,Own-child,Black,Female
"[18, 21)",Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male
"[63, 66)",Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male
"[39, 42)",7th-8th,4,Never-married,Handlers-cleaners,Not-in-family,Black,Male
"[30, 33)",Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[39, 42)",Assoc-acdm,12,Married-civ-spouse,Transport-moving,Husband,White,Male
"[33, 36)",Assoc-acdm,12,Married-civ-spouse,Other-service,Wife,White,Female
"[33, 36)",Some-college,10,Divorced,Exec-managerial,Unmarried,Black,Female
"[21, 24)",12th,8,Never-married,Machine-op-inspct,Other-relative,White,Male
"[18, 21)",Some-college,10,Never-married,Adm-clerical,Own-child,White,Male
"[24, 27)",Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Female
"[54, 57)",Bachelors,13,Never-married,Transport-moving,Not-in-family,Black,Male
"[39, 42)",Assoc-acdm,12,Divorced,Other-service,Not-in-family,White,Female
"[18, 21)",11th,7,Never-married,Handlers-cleaners,Own-child,White,Male
"[30, 33)",HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Black,Female
"[42, 45)",Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Male
"[39, 42)",HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male
"[27, 30)",HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male
"[45, 48)",Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female
"[45, 48)",Assoc-acdm,12,Married-civ-spouse,Transport-moving,Husband,White,Male
"[36, 39)",HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male
"[27, 30)",Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female
"[33, 36)",HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
"[57, 60)",Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Black,Male
"[24, 27)",HS-grad,9,Married-civ-spouse,Other-service,Own-child,White,Male
"[42, 45)",Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male
"[69, 72)",Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[27, 30)",HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male
"[21, 24)",Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male
"[75, 78)",HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male
"[24, 27)",HS-grad,9,Separated,Craft-repair,Own-child,White,Male
"[36, 39)",Assoc-acdm,12,Never-married,Other-service,Own-child,White,Female
"[33, 36)",Bachelors,13,Divorced,Prof-specialty,Unmarried,Black,Female
"[21, 24)",12th,8,Never-married,Machine-op-inspct,Own-child,White,Female
"[57, 60)",7th-8th,4,Divorced,Machine-op-inspct,Unmarried,White,Female
"[18, 21)",Some-college,10,Never-married,?,Own-child,Black,Male
"[51, 54)",1st-4th,2,Married-civ-spouse,Craft-repair,Husband,Black,Male
"[18, 21)",Some-college,10,Never-married,Sales,Not-in-family,White,Female
"[21, 24)",HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male
"[21, 24)",Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female
"[39, 42)",HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
"[33, 36)",Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male
"[21, 24)",5th-6th,3,Never-married,Handlers-cleaners,Not-in-family,White,Male
"[51, 54)",Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[15, 18)",11th,7,Never-married,Handlers-cleaners,Own-child,White,Male
"[42, 45)",HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female
"[30, 33)",12th,8,Divorced,Craft-repair,Not-in-family,White,Male
"[27, 30)",Prof-school,15,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Female
"[36, 39)",Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Male
"[51, 54)",HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male
"[36, 39)",HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Black,Female
"[30, 33)",Some-college,10,Separated,Tech-support,Not-in-family,Amer-Indian-Eskimo,Male
"[60, 63)",7th-8th,4,Married-civ-spouse,Adm-clerical,Husband,White,Male
"[21, 24)",Assoc-voc,11,Married-civ-spouse,?,Wife,Black,Female
"[21, 24)",Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male
"[33, 36)",HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male
"[15, 18)",10th,6,Never-married,Priv-house-serv,Own-child,Black,Female
"[18, 21)",HS-grad,9,Never-married,Craft-repair,Own-child,White,Male
"[51, 54)",HS-grad,9,Divorced,Tech-support,Unmarried,White,Male
"[30, 33)",Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female
"[66, 69)",Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male
"[27, 30)",Some-college,10,Separated,Other-service,Unmarried,White,Female
"[27, 30)",Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male
"[51, 54)",Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Black,Male
"[18, 21)",Some-college,10,Never-married,?,Own-child,White,Male
"[51, 54)",Bachelors,13,Separated,Exec-managerial,Unmarried,White,Female
"[24, 27)",Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male
"[27, 30)",Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male
"[30, 33)",Some-college,10,Never-married,Other-service,Not-in-family,White,Male
"[48, 51)",Bachelors,13,Never-married,Tech-support,Unmarried,Asian-Pac-Islander,Female
"[57, 60)",7th-8th,4,Widowed,Other-service,Not-in-family,Other,Female
"[42, 45)",Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male
"[66, 69)",7th-8th,4,Married-civ-spouse,Transport-moving,Husband,Black,Male
"[39, 42)",Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male
"[66, 69)",HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male
"[60, 63)",HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female
"[33, 36)",Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male
"[27, 30)",Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male
"[18, 21)",HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female
"[30, 33)",Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male
"[30, 33)",Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male
"[75, 78)",Prof-school,15,Married-civ-spouse,?,Husband,White,Male
"[51, 54)",Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,White,Female
"[45, 48)",HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female
"[42, 45)",7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male
"[45, 48)",HS-grad,9,Married-civ-spouse,?,Husband,White,Male
"[36, 39)",Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male
"[57, 60)",7th-8th,4,Divorced,Transport-moving,Not-in-family,White,Male
"[18, 21)",Some-college,10,Never-married,Sales,Own-child,White,Female
"[39, 42)",Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
"[60, 63)",10th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male
"[42, 45)",Some-college,10,Divorced,?,Unmarried,White,Female
"[45, 48)",Some-college,10,Divorced,Sales,Unmarried,White,Female
"[21, 24)",10th,6,Never-married,Machine-op-inspct,Unmarried,White,Male
"[33, 36)",Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Male
"[54, 57)",Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male
"[57, 60)",HS-grad,9,Never-married,Other-service,Other-relative,White,Male
"[24, 27)",Bachelors,13,Never-married,?,Not-in-family,Asian-Pac-Islander,Male
"[57, 60)",Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male
"[33, 36)",HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
"[27, 30)",Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[48, 51)",Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Male
"[39, 42)",Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male
"[42, 45)",Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male
"[45, 48)",HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[42, 45)",Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female
"[39, 42)",Assoc-acdm,12,Divorced,Transport-moving,Unmarried,White,Female
"[42, 45)",12th,8,Married-civ-spouse,Transport-moving,Husband,White,Male
"[45, 48)",HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female
"[24, 27)",HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,Male
"[27, 30)",Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,White,Female
"[57, 60)",Some-college,10,Married-civ-spouse,Sales,Husband,White,Male
"[42, 45)",HS-grad,9,Divorced,Farming-fishing,Not-in-family,Black,Male
"[51, 54)",HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male
"[72, 75)",Some-college,10,Separated,Sales,Not-in-family,White,Male
"[63, 66)",Some-college,10,Widowed,?,Unmarried,White,Female
"[42, 45)",Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male
"[30, 33)",5th-6th,3,Never-married,Machine-op-inspct,Own-child,White,Female
"[21, 24)",10th,6,Never-married,?,Own-child,Black,Female
"[36, 39)",Some-college,10,Married-civ-spouse,Sales,Wife,White,Female
"[39, 42)",Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male
"[21, 24)",Some-college,10,Never-married,Protective-serv,Unmarried,Other,Male
"[60, 63)",HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male
"[24, 27)",Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female
"[36, 39)",Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male
"[27, 30)",HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
"[30, 33)",Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male
"[45, 48)",Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male
"[42, 45)",Bachelors,13,Divorced,Sales,Unmarried,White,Male
"[39, 42)",Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female
"[42, 45)",Doctorate,16,Separated,Exec-managerial,Unmarried,White,Male
"[51, 54)",Bachelors,13,Divorced,Sales,Not-in-family,White,Male
"[39, 42)",Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[24, 27)",HS-grad,9,Never-married,Sales,Own-child,White,Male
"[54, 57)",Bachelors,13,Separated,Craft-repair,Not-in-family,White,Male
"[15, 18)",10th,6,Never-married,Other-service,Own-child,White,Female
"[24, 27)",Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male
"[69, 72)",Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[33, 36)",Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male
"[15, 18)",10th,6,Never-married,Other-service,Own-child,White,Male
"[24, 27)",HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male
"[21, 24)",Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Female
"[48, 51)",Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[30, 33)",Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male
"[39, 42)",Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,Black,Male
"[48, 51)",Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[24, 27)",HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female
"[18, 21)",HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Black,Female
"[51, 54)",HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
"[30, 33)",HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[18, 21)",Some-college,10,Never-married,Sales,Own-child,White,Female
"[21, 24)",Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female
"[57, 60)",HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[45, 48)",Bachelors,13,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male
"[48, 51)",Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[39, 42)",Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[27, 30)",Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male
"[27, 30)",HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female
"[48, 51)",HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[21, 24)",Some-college,10,Never-married,Other-service,Not-in-family,White,Female
"[45, 48)",Some-college,10,Divorced,Other-service,Not-in-family,White,Female
"[57, 60)",Some-college,10,Widowed,Sales,Unmarried,White,Female
"[45, 48)",HS-grad,9,Married-civ-spouse,Sales,Own-child,White,Female
"[57, 60)",Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male
"[60, 63)",Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Female
"[45, 48)",Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male
"[57, 60)",HS-grad,9,Widowed,Machine-op-inspct,Not-in-family,White,Female
"[39, 42)",HS-grad,9,Separated,Other-service,Unmarried,White,Female
"[30, 33)",HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female
"[15, 18)",HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female
"[63, 66)",HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
"[48, 51)",HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male
"[45, 48)",Bachelors,13,Never-married,Sales,Not-in-family,White,Male
"[66, 69)",Bachelors,13,Widowed,Sales,Not-in-family,White,Male
"[30, 33)",HS-grad,9,Married-civ-spouse,Other-service,Wife,Other,Female
"[36, 39)",9th,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male
"[36, 39)",Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,White,Female
"[27, 30)",HS-grad,9,Never-married,Other-service,Own-child,White,Female
"[42, 45)",HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Other,Male
"[45, 48)",Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male
"[39, 42)",9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male
"[18, 21)",HS-grad,9,Never-married,?,Own-child,Black,Male
"[63, 66)",HS-grad,9,Married-civ-spouse,?,Husband,White,Male
"[51, 54)",Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female
"[39, 42)",Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[60, 63)",9th,5,Divorced,Other-service,Not-in-family,White,Male
"[27, 30)",HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[60, 63)",11th,7,Married-civ-spouse,Other-service,Husband,White,Male
"[30, 33)",Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male
"[30, 33)",Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male
"[30, 33)",Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female
"[30, 33)",Bachelors,13,Divorced,Prof-specialty,Other-relative,White,Male
"[36, 39)",HS-grad,9,Divorced,Sales,Not-in-family,White,Male
"[51, 54)",11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male
"[48, 51)",Masters,14,Married-civ-spouse,Sales,Husband,White,Male
"[27, 30)",Assoc-voc,11,Never-married,Sales,Not-in-family,Black,Male
"[45, 48)",HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
"[66, 69)",HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male
"[27, 30)",Masters,14,Never-married,Tech-support,Not-in-family,White,Female
"[54, 57)",Bachelors,13,Widowed,Prof-specialty,Not-in-family,White,Female
"[42, 45)",Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male
"[15, 18)",Some-college,10,Never-married,Other-service,Own-child,White,Female
"[57, 60)",7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male
"[36, 39)",HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Male
"[18, 21)",Some-college,10,Never-married,Adm-clerical,Own-child,White,Male
"[15, 18)",11th,7,Never-married,Craft-repair,Own-child,White,Male
"[30, 33)",Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male
"[30, 33)",Some-college,10,Divorced,Tech-support,Unmarried,White,Female
"[27, 30)",Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female
"[36, 39)",Some-college,10,Married-civ-spouse,Sales,Husband,White,Male
"[48, 51)",HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male
"[18, 21)",Some-college,10,Never-married,?,Own-child,White,Male
"[27, 30)",10th,6,Widowed,Adm-clerical,Unmarried,White,Female
"[42, 45)",Bachelors,13,Married-civ-spouse,?,Wife,White,Female
"[21, 24)",Some-college,10,Never-married,Other-service,Own-child,White,Female
"[45, 48)",7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male
"[18, 21)",Some-college,10,Never-married,Tech-support,Own-child,White,Male
"[18, 21)",Some-college,10,Never-married,Other-service,Own-child,White,Female
"[45, 48)",Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female
"[33, 36)",Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male
"[60, 63)",Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male
"[63, 66)",HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male
"[45, 48)",Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male
"[33, 36)",11th,7,Never-married,Craft-repair,Own-child,White,Male
"[48, 51)",9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
"[18, 21)",Some-college,10,Never-married,Sales,Own-child,White,Female
"[15, 18)",11th,7,Never-married,Adm-clerical,Own-child,White,Female
"[30, 33)",Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male
"[54, 57)",Some-college,10,Divorced,?,Not-in-family,White,Female
"[51, 54)",Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male
"[45, 48)",Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male
"[60, 63)",Masters,14,Married-civ-spouse,Sales,Husband,White,Male
"[33, 36)",HS-grad,9,Divorced,Other-service,Not-in-family,Black,Male
"[24, 27)",Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female
"[21, 24)",HS-grad,9,Never-married,Tech-support,Own-child,White,Male
"[24, 27)",Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female
"[36, 39)",Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,Female
"[24, 27)",Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,Black,Female
"[21, 24)",Some-college,10,Never-married,Exec-managerial,Not-in-family,Black,Female
"[21, 24)",HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male
"[27, 30)",Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female
"[27, 30)",Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female
"[33, 36)",HS-grad,9,Separated,Craft-repair,Not-in-family,White,Male
"[30, 33)",10th,6,Separated,Craft-repair,Unmarried,White,Female
"[15, 18)",11th,7,Never-married,Other-service,Own-child,Black,Male
"[18, 21)",Assoc-voc,11,Never-married,Sales,Not-in-family,Black,Female
"[36, 39)",Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male
"[15, 18)",12th,8,Never-married,Other-service,Own-child,White,Female
"[39, 42)",9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male
"[18, 21)",Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Female
"[33, 36)",HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male
"[60, 63)",Some-college,10,Divorced,Other-service,Not-in-family,White,Female
"[27, 30)",Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
"[24, 27)",Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male
"[24, 27)",Bachelors,13,Married-civ-spouse,Tech-support,Wife,White,Female
"[42, 45)",HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
"[45, 48)",HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female
"[18, 21)",Some-college,10,Never-married,Adm-clerical,Own-child,White,Female
"[27, 30)",HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female
"[48, 51)",HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[33, 36)",Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male
"[39, 42)",HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male
"[24, 27)",5th-6th,3,Never-married,Farming-fishing,Other-relative,Black,Male
"[18, 21)",Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male
"[42, 45)",Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Male
"[18, 21)",Some-college,10,Never-married,Other-service,Own-child,White,Female
"[24, 27)",HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[45, 48)",Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male
"[36, 39)",HS-grad,9,Never-married,Transport-moving,Own-child,White,Male
"[30, 33)",Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male
"[39, 42)",Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male
"[21, 24)",HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male
"[27, 30)",Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female
"[24, 27)",HS-grad,9,Never-married,Transport-moving,Own-child,White,Male
"[42, 45)",HS-grad,9,Divorced,Craft-repair,Own-child,White,Male
"[21, 24)",Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male
"[39, 42)",Masters,14,Divorced,Prof-specialty,Unmarried,White,Female
"[33, 36)",Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male
"[27, 30)",HS-grad,9,Never-married,Sales,Other-relative,White,Male
"[57, 60)",11th,7,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male
"[63, 66)",Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[27, 30)",Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male
"[78, 81)",Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male
"[42, 45)",Masters,14,Married-civ-spouse,Prof-specialty,Wife,Black,Female
"[51, 54)",7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
"[24, 27)",HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male
"[27, 30)",Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male
"[21, 24)",Bachelors,13,Never-married,?,Own-child,Asian-Pac-Islander,Female
"[33, 36)",HS-grad,9,Married-spouse-absent,Other-service,Unmarried,White,Female
"[15, 18)",11th,7,Never-married,Prof-specialty,Other-relative,White,Male
"[39, 42)",Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,White,Female
"[27, 30)",9th,5,Married-civ-spouse,Sales,Husband,White,Male
"[15, 18)",HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female
"[45, 48)",Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male
"[21, 24)",HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female
"[75, 78)",Some-college,10,Married-civ-spouse,?,Husband,White,Male
"[39, 42)",Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[45, 48)",Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male
"[27, 30)",Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male
"[39, 42)",11th,7,Divorced,Handlers-cleaners,Unmarried,White,Female
"[39, 42)",9th,5,Separated,Other-service,Not-in-family,White,Male
"[33, 36)",Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male
"[48, 51)",Assoc-acdm,12,Divorced,Sales,Not-in-family,White,Male
"[48, 51)",HS-grad,9,Separated,Sales,Unmarried,White,Male
"[27, 30)",HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male
"[27, 30)",Bachelors,13,Never-married,Sales,Not-in-family,White,Male
"[60, 63)",Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[39, 42)",Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male
"[18, 21)",Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male
"[60, 63)",Preschool,1,Married-spouse-absent,Other-service,Not-in-family,Asian-Pac-Islander,Male
"[27, 30)",Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male
"[27, 30)",Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female
"[48, 51)",Masters,14,Divorced,Sales,Not-in-family,White,Female
"[42, 45)",HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
"[24, 27)",Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male
"[60, 63)",Assoc-voc,11,Divorced,Sales,Not-in-family,White,Female
"[54, 57)",Some-college,10,Widowed,Machine-op-inspct,Unmarried,White,Female
"[33, 36)",Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male
"[24, 27)",Bachelors,13,Never-married,Sales,Not-in-family,White,Female
"[57, 60)",7th-8th,4,Married-civ-spouse,Machine-op-inspct,Wife,White,Female
"[21, 24)",Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male
"[60, 63)",Masters,14,Separated,Prof-specialty,Not-in-family,White,Female
"[24, 27)",HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male
"[24, 27)",Some-college,10,Never-married,Adm-clerical,Own-child,White,Male
"[42, 45)",Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male
"[30, 33)",Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male
"[63, 66)",Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male
"[21, 24)",Preschool,1,Never-married,Machine-op-inspct,Own-child,White,Female
"[18, 21)",Some-college,10,Never-married,Other-service,Own-child,White,Male
"[51, 54)",Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[36, 39)",HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male
"[36, 39)",Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[36, 39)",Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male
"[21, 24)",Some-college,10,Never-married,?,Own-child,White,Male
"[33, 36)",Some-college,10,Married-civ-spouse,Sales,Husband,White,Male
"[33, 36)",HS-grad,9,Divorced,Craft-repair,Own-child,Amer-Indian-Eskimo,Male
"[39, 42)",Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male
"[45, 48)",Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female
"[27, 30)",Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female
