age,education,marital-status,occupation,relationship,race,sex
25,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male
43,Bachelors,Separated,Prof-specialty,Unmarried,White,Female
59,Bachelors,Married-civ-spouse,Sales,Husband,White,Male
66,7th-8th,Divorced,?,Not-in-family,White,Male
63,7th-8th,Married-civ-spouse,Transport-moving,Husband,White,Male
32,Some-college,Married-spouse-absent,Transport-moving,Not-in-family,White,Female
58,Bachelors,Widowed,?,Not-in-family,White,Female
43,Assoc-voc,Married-civ-spouse,Exec-managerial,Other-relative,White,Male
27,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female
21,12th,Never-married,Handlers-cleaners,Own-child,White,Male
44,Some-college,Divorced,Exec-managerial,Unmarried,White,Male
40,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male
65,HS-grad,Widowed,Adm-clerical,Unmarried,White,Female
50,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male
18,HS-grad,Separated,?,Own-child,White,Male
51,Masters,Never-married,Prof-specialty,Not-in-family,White,Male
44,Some-college,Divorced,Adm-clerical,Unmarried,Black,Female
20,Some-college,Never-married,Sales,Own-child,White,Female
29,Assoc-voc,Never-married,Exec-managerial,Not-in-family,White,Male
50,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male
50,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male
43,10th,Married-civ-spouse,Adm-clerical,Husband,White,Male
23,Bachelors,Never-married,Tech-support,Not-in-family,White,Female
41,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male
30,Some-college,Married-civ-spouse,?,Wife,White,Female
58,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male
50,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male
37,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male
21,HS-grad,Never-married,Farming-fishing,Own-child,White,Male
33,HS-grad,Married-civ-spouse,Sales,Wife,White,Female
52,Some-college,Divorced,Adm-clerical,Unmarried,White,Female
47,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male
45,Bachelors,Never-married,Sales,Not-in-family,White,Male
34,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male
39,Some-college,Married-civ-spouse,Sales,Husband,White,Male
31,Some-college,Divorced,Other-service,Not-in-family,White,Female
19,Some-college,Never-married,?,Not-in-family,White,Male
45,Some-college,Divorced,Tech-support,Not-in-family,White,Female
45,Assoc-voc,Married-civ-spouse,Protective-serv,Husband,White,Male
34,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male
27,11th,Married-spouse-absent,Sales,Own-child,Asian-Pac-Islander,Male
37,HS-grad,Divorced,Sales,Unmarried,White,Female
20,HS-grad,Never-married,Adm-clerical,Own-child,Black,Female
32,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male
24,1st-4th,Never-married,Handlers-cleaners,Not-in-family,White,Male
39,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male
18,Some-college,Never-married,Sales,Own-child,White,Female
62,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male
24,Bachelors,Separated,Exec-managerial,Not-in-family,White,Female
37,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male
46,Bachelors,Widowed,Adm-clerical,Not-in-family,White,Female
44,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male
53,HS-grad,Never-married,Sales,Not-in-family,White,Male
25,Bachelors,Never-married,Handlers-cleaners,Own-child,White,Male
44,Prof-school,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
24,Bachelors,Never-married,Sales,Not-in-family,White,Male
61,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male
45,Masters,Divorced,Prof-specialty,Unmarried,White,Female
33,Some-college,Never-married,Craft-repair,Own-child,White,Male
48,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male
26,HS-grad,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male
40,HS-grad,Divorced,?,Not-in-family,Black,Female
68,Bachelors,Married-civ-spouse,Sales,Husband,White,Male
24,HS-grad,Divorced,Protective-serv,Own-child,White,Female
25,Bachelors,Married-civ-spouse,?,Husband,White,Male
31,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female
55,Some-college,Divorced,Other-service,Unmarried,White,Female
46,Assoc-acdm,Divorced,Sales,Unmarried,White,Female
58,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male
56,HS-grad,Widowed,Other-service,Unmarried,White,Female
45,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male
24,Bachelors,Never-married,Exec-managerial,Unmarried,White,Male
35,HS-grad,Divorced,Farming-fishing,Own-child,Asian-Pac-Islander,Male
51,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male
47,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male
17,11th,Never-married,Adm-clerical,Other-relative,White,Female
21,10th,Never-married,Prof-specialty,Unmarried,Black,Female
45,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female
42,HS-grad,Married-civ-spouse,Sales,Husband,White,Male
56,12th,Widowed,Other-service,Unmarried,Black,Female
39,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male
31,7th-8th,Never-married,Machine-op-inspct,Not-in-family,Other,Female
20,Some-college,Never-married,Tech-support,Not-in-family,White,Male
65,5th-6th,Married-civ-spouse,Farming-fishing,Husband,White,Male
44,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male
33,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male
25,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male
38,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male
31,10th,Never-married,Transport-moving,Other-relative,White,Male
33,Bachelors,Married-civ-spouse,Sales,Own-child,White,Male
49,HS-grad,Divorced,Other-service,Unmarried,White,Female
28,HS-grad,Never-married,Exec-managerial,Own-child,White,Female
29,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male
23,Assoc-voc,Never-married,Other-service,Own-child,White,Male
37,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male
52,Some-college,Never-married,Prof-specialty,Not-in-family,White,Male
27,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male
47,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male
21,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female
41,Bachelors,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female
61,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male
32,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male
21,Some-college,Never-married,Sales,Not-in-family,White,Male
63,12th,Married-civ-spouse,Sales,Husband,White,Male
34,Some-college,Married-civ-spouse,Other-service,Husband,White,Male
21,Assoc-acdm,Never-married,Tech-support,Own-child,White,Male
44,HS-grad,Divorced,Other-service,Unmarried,White,Female
26,Bachelors,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male
36,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male
39,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male
52,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Male
44,Bachelors,Married-civ-spouse,Sales,Husband,White,Male
42,HS-grad,Married-civ-spouse,Prof-specialty,Wife,White,Female
60,HS-grad,Married-civ-spouse,?,Husband,White,Male
31,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male
30,Some-college,Never-married,Craft-repair,Unmarried,Black,Male
23,Some-college,Never-married,Prof-specialty,Own-child,White,Female
81,1st-4th,Widowed,Other-service,Not-in-family,White,Female
39,Bachelors,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male
38,10th,Divorced,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female
21,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female
28,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male
34,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female
47,HS-grad,Never-married,Other-service,Not-in-family,White,Female
36,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male
27,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male
56,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female
57,HS-grad,Widowed,Other-service,Unmarried,White,Female
42,Some-college,Divorced,Adm-clerical,Own-child,White,Female
43,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male
48,HS-grad,Married-spouse-absent,?,Unmarried,White,Female
53,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Female
58,HS-grad,Divorced,Sales,Not-in-family,White,Female
19,12th,Never-married,Other-service,Own-child,White,Male
37,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male
41,Some-college,Divorced,Prof-specialty,Not-in-family,White,Female
31,7th-8th,Separated,Craft-repair,Not-in-family,White,Female
31,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male
53,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male
19,Some-college,Never-married,Sales,Own-child,White,Male
56,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male
55,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female
51,5th-6th,Married-civ-spouse,Craft-repair,Other-relative,White,Female
62,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female
43,Some-college,Married-civ-spouse,Sales,Husband,White,Male
45,7th-8th,Divorced,?,Not-in-family,Amer-Indian-Eskimo,Male
28,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male
46,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male
62,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male
57,HS-grad,Widowed,Other-service,Unmarried,White,Female
60,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female
23,Some-college,Never-married,Handlers-cleaners,Not-in-family,White,Male
47,Some-college,Married-civ-spouse,Sales,Husband,White,Male
21,Some-college,Never-married,Adm-clerical,Own-child,White,Female
51,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male
61,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male
52,Bachelors,Married-civ-spouse,Adm-clerical,Wife,White,Female
76,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male
24,Some-college,Never-married,Handlers-cleaners,Not-in-family,White,Male
31,Bachelors,Never-married,Craft-repair,Not-in-family,White,Male
43,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male
58,Some-college,Widowed,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female
18,Some-college,Never-married,?,Own-child,White,Female
19,12th,Never-married,Adm-clerical,Own-child,White,Female
44,Some-college,Divorced,Exec-managerial,Other-relative,White,Female
41,Some-college,Never-married,Prof-specialty,Other-relative,White,Male
21,Some-college,Never-married,Sales,Own-child,Asian-Pac-Islander,Male
40,HS-grad,Divorced,Handlers-cleaners,Not-in-family,Black,Male
25,Some-college,Never-married,Other-service,Own-child,White,Male
62,Doctorate,Widowed,Prof-specialty,Unmarried,White,Female
42,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male
35,Assoc-voc,Never-married,Tech-support,Not-in-family,White,Male
19,HS-grad,Never-married,Sales,Own-child,White,Female
60,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female
20,HS-grad,Never-married,Sales,Own-child,Other,Male
23,Assoc-acdm,Married-civ-spouse,Handlers-cleaners,Husband,White,Male
18,HS-grad,Never-married,Adm-clerical,Own-child,White,Female
40,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male
19,Some-college,Never-married,Other-service,Own-child,White,Female
51,HS-grad,Divorced,Prof-specialty,Not-in-family,White,Female
41,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male
18,10th,Never-married,Other-service,Own-child,White,Female
41,Some-college,Married-spouse-absent,Sales,Unmarried,Black,Female
27,Some-college,Never-married,Exec-managerial,Own-child,White,Female
71,1st-4th,Divorced,Craft-repair,Not-in-family,White,Female
25,12th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
73,HS-grad,Divorced,Other-service,Not-in-family,White,Female
45,Some-college,Married-civ-spouse,Other-service,Husband,White,Male
25,Some-college,Married-civ-spouse,Sales,Husband,White,Male
50,HS-grad,Married-civ-spouse,Prof-specialty,Wife,White,Female
44,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male
44,Assoc-voc,Divorced,Protective-serv,Own-child,White,Female
49,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male
44,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male
42,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female
20,HS-grad,Never-married,Priv-house-serv,Not-in-family,White,Female
66,HS-grad,Widowed,Tech-support,Not-in-family,White,Female
19,Some-college,Never-married,Exec-managerial,Own-child,White,Male
60,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male
46,Assoc-voc,Separated,Prof-specialty,Not-in-family,White,Male
42,Assoc-voc,Divorced,Craft-repair,Not-in-family,White,Male
59,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female
58,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male
47,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female
58,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male
69,Bachelors,Married-civ-spouse,?,Husband,White,Male
17,10th,Never-married,?,Own-child,White,Female
19,11th,Never-married,Farming-fishing,Own-child,White,Male
28,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male
37,HS-grad,Separated,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female
30,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male
36,Some-college,Divorced,Prof-specialty,Not-in-family,White,Male
45,11th,Divorced,Transport-moving,Not-in-family,White,Male
59,7th-8th,Married-civ-spouse,Other-service,Wife,White,Female
45,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male
53,Doctorate,Divorced,Prof-specialty,Not-in-family,White,Female
37,HS-grad,Divorced,Sales,Unmarried,White,Female
26,Some-college,Never-married,Sales,Not-in-family,White,Female
53,9th,Married-civ-spouse,Craft-repair,Husband,White,Male
44,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female
27,Bachelors,Never-married,Craft-repair,Own-child,White,Male
22,Some-college,Never-married,Craft-repair,Own-child,White,Male
41,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male
53,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
58,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male
34,12th,Separated,?,Unmarried,Black,Female
32,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male
32,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male
47,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female
27,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male
25,Some-college,Never-married,Handlers-cleaners,Not-in-family,White,Male
40,10th,Divorced,Machine-op-inspct,Not-in-family,Black,Female
36,Some-college,Married-civ-spouse,Sales,Husband,White,Male
23,HS-grad,Never-married,Transport-moving,Own-child,White,Male
44,9th,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male
19,HS-grad,Never-married,Craft-repair,Own-child,White,Male
42,Bachelors,Never-married,Sales,Not-in-family,White,Male
60,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male
41,HS-grad,Married-civ-spouse,Sales,Husband,White,Male
45,HS-grad,Never-married,Transport-moving,Unmarried,Asian-Pac-Islander,Female
67,5th-6th,Married-civ-spouse,?,Husband,White,Male
36,Bachelors,Married-civ-spouse,Transport-moving,Husband,Black,Male
52,Masters,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female
28,Doctorate,Never-married,Adm-clerical,Own-child,White,Male
83,HS-grad,Divorced,Sales,Not-in-family,White,Male
17,11th,Never-married,Other-service,Own-child,White,Male
27,Assoc-voc,Never-married,Craft-repair,Not-in-family,White,Male
35,Assoc-voc,Never-married,Farming-fishing,Not-in-family,White,Male
40,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female
23,Assoc-acdm,Married-civ-spouse,Sales,Wife,White,Female
51,11th,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male
51,1st-4th,Married-civ-spouse,Other-service,Husband,White,Male
82,10th,Widowed,?,Not-in-family,White,Male
28,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Female
53,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male
29,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female
19,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male
30,Bachelors,Married-spouse-absent,Sales,Not-in-family,White,Female
23,7th-8th,Never-married,Machine-op-inspct,Own-child,Black,Female
66,Bachelors,Married-civ-spouse,Sales,Husband,White,Male
27,11th,Never-married,Craft-repair,Not-in-family,White,Male
35,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male
17,12th,Never-married,Handlers-cleaners,Own-child,White,Male
27,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male
27,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Male
44,Bachelors,Married-civ-spouse,Protective-serv,Wife,Black,Female
64,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male
62,HS-grad,Widowed,Sales,Not-in-family,White,Female
26,Some-college,Married-civ-spouse,Sales,Husband,White,Male
40,HS-grad,Separated,Machine-op-inspct,Unmarried,White,Male
40,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male
35,HS-grad,Divorced,Adm-clerical,Own-child,White,Female
25,Bachelors,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male
52,Some-college,Widowed,Adm-clerical,Not-in-family,White,Female
46,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female
30,HS-grad,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male
52,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male
28,HS-grad,Never-married,Transport-moving,Not-in-family,Other,Male
17,10th,Never-married,Other-service,Own-child,White,Female
46,Some-college,Never-married,Other-service,Own-child,Black,Female
45,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male
21,Some-college,Never-married,Prof-specialty,Own-child,White,Female
18,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female
17,11th,Never-married,Other-service,Own-child,White,Male
90,Some-college,Divorced,Sales,Unmarried,Black,Female
23,Some-college,Never-married,Craft-repair,Not-in-family,White,Male
41,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male
19,Some-college,Never-married,Farming-fishing,Own-child,White,Male
69,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male
23,Assoc-acdm,Never-married,Exec-managerial,Unmarried,White,Female
28,Some-college,Never-married,Tech-support,Not-in-family,White,Male
37,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male
57,HS-grad,Married-civ-spouse,Sales,Husband,White,Male
30,Some-college,Never-married,Protective-serv,Not-in-family,Black,Male
48,HS-grad,Separated,Adm-clerical,Unmarried,White,Female
73,HS-grad,Widowed,Other-service,Other-relative,White,Female
25,5th-6th,Never-married,Machine-op-inspct,Other-relative,White,Male
33,Masters,Never-married,Exec-managerial,Not-in-family,White,Male
36,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
28,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male
57,HS-grad,Divorced,Other-service,Unmarried,White,Female
31,Some-college,Never-married,Other-service,Unmarried,Black,Female
35,9th,Divorced,?,Own-child,Amer-Indian-Eskimo,Male
40,HS-grad,Divorced,Other-service,Not-in-family,Black,Female
32,Some-college,Never-married,Prof-specialty,Own-child,White,Female
35,Bachelors,Never-married,?,Not-in-family,White,Male
26,HS-grad,Never-married,Adm-clerical,Unmarried,Black,Female
27,Some-college,Separated,Sales,Own-child,White,Female
17,10th,Never-married,Other-service,Own-child,White,Female
29,Some-college,Never-married,Craft-repair,Not-in-family,White,Female
18,11th,Never-married,Other-service,Own-child,White,Female
20,Some-college,Never-married,Sales,Not-in-family,White,Male
69,HS-grad,Married-civ-spouse,?,Husband,White,Male
18,Some-college,Never-married,Other-service,Not-in-family,White,Female
56,HS-grad,Never-married,Other-service,Not-in-family,Black,Female
40,Some-college,Separated,Other-service,Unmarried,White,Female
46,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male
41,12th,Married-civ-spouse,Protective-serv,Husband,Black,Male
53,Some-college,Widowed,Exec-managerial,Unmarried,White,Female
50,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male
23,11th,Never-married,Handlers-cleaners,Own-child,White,Male
40,Bachelors,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male
54,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male
45,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female
53,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male
17,11th,Never-married,?,Own-child,White,Male
50,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female
22,Bachelors,Never-married,?,Not-in-family,White,Male
30,Bachelors,Never-married,Other-service,Unmarried,White,Male
40,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male
36,Masters,Never-married,Prof-specialty,Not-in-family,White,Male
25,Assoc-acdm,Never-married,Sales,Not-in-family,White,Male
29,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
29,Bachelors,Never-married,Farming-fishing,Own-child,White,Male
22,Bachelors,Never-married,Sales,Not-in-family,White,Female
56,Bachelors,Divorced,Prof-specialty,Unmarried,Black,Female
60,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male
37,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
53,7th-8th,Divorced,Machine-op-inspct,Not-in-family,White,Female
23,Some-college,Never-married,Adm-clerical,Own-child,White,Female
18,HS-grad,Never-married,Priv-house-serv,Other-relative,White,Female
36,Some-college,Divorced,Sales,Not-in-family,White,Female
67,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male
31,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male
26,Bachelors,Married-civ-spouse,Sales,Husband,White,Male
18,11th,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,Female
45,Masters,Divorced,Prof-specialty,Unmarried,Black,Female
64,11th,Married-civ-spouse,Sales,Husband,White,Male
26,HS-grad,Never-married,Sales,Not-in-family,White,Female
53,Some-college,Divorced,Prof-specialty,Not-in-family,White,Female
27,HS-grad,Never-married,Handlers-cleaners,Other-relative,White,Male
32,Some-college,Divorced,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Male
49,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female
59,10th,Married-civ-spouse,Craft-repair,Husband,White,Male
44,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male
61,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male
41,HS-grad,Divorced,?,Unmarried,White,Female
46,HS-grad,Separated,Adm-clerical,Unmarried,White,Female
32,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male
29,HS-grad,Never-married,Sales,Not-in-family,White,Female
48,Masters,Never-married,Exec-managerial,Not-in-family,White,Male
32,Some-college,Divorced,Exec-managerial,Unmarried,White,Female
21,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Female
50,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male
44,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male
51,HS-grad,Separated,Adm-clerical,Other-relative,White,Female
42,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male
27,Bachelors,Never-married,Protective-serv,Own-child,White,Female
70,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male
33,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female
65,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male
39,Masters,Never-married,Adm-clerical,Not-in-family,White,Male
32,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male
30,Some-college,Divorced,Prof-specialty,Unmarried,White,Female
43,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male
31,9th,Never-married,Other-service,Own-child,White,Male
64,Bachelors,Divorced,Adm-clerical,Not-in-family,Black,Female
37,Some-college,Separated,Protective-serv,Own-child,Other,Male
49,HS-grad,Divorced,Sales,Not-in-family,White,Male
29,11th,Never-married,Machine-op-inspct,Own-child,White,Male
35,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Male
37,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male
42,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male
21,Some-college,Never-married,?,Own-child,White,Male
23,Assoc-acdm,Never-married,Sales,Not-in-family,White,Male
35,HS-grad,Never-married,Other-service,Unmarried,Black,Female
29,Assoc-voc,Married-civ-spouse,Protective-serv,Husband,White,Male
23,Some-college,Never-married,Other-service,Unmarried,White,Female
21,Some-college,Never-married,Other-service,Not-in-family,White,Female
45,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male
24,Bachelors,Never-married,?,Not-in-family,White,Male
38,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male
28,10th,Never-married,?,Own-child,White,Female
23,HS-grad,Never-married,Sales,Unmarried,White,Female
39,Bachelors,Never-married,Sales,Own-child,Asian-Pac-Islander,Male
45,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male
68,Assoc-acdm,Divorced,Exec-managerial,Not-in-family,White,Female
60,Assoc-voc,Divorced,Prof-specialty,Unmarried,White,Male
38,Doctorate,Married-civ-spouse,Prof-specialty,Wife,White,Female
41,12th,Separated,Craft-repair,Not-in-family,Black,Male
48,HS-grad,Divorced,Craft-repair,Other-relative,White,Male
33,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
48,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male
23,Some-college,Never-married,Adm-clerical,Own-child,White,Female
26,9th,Married-civ-spouse,Craft-repair,Husband,White,Male
55,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male
35,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male
52,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male
46,HS-grad,Separated,Adm-clerical,Unmarried,White,Female
72,HS-grad,Married-civ-spouse,?,Husband,Asian-Pac-Islander,Male
18,HS-grad,Never-married,Other-service,Own-child,White,Female
62,HS-grad,Divorced,Transport-moving,Other-relative,White,Male
22,Some-college,Never-married,Transport-moving,Own-child,White,Female
40,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female
26,Some-college,Married-civ-spouse,Sales,Husband,White,Male
35,Assoc-acdm,Married-spouse-absent,Sales,Own-child,Black,Female
25,HS-grad,Never-married,Sales,Unmarried,Asian-Pac-Islander,Female
46,Assoc-voc,Married-civ-spouse,?,Wife,Black,Female
39,Bachelors,Married-spouse-absent,Craft-repair,Not-in-family,White,Male
41,Some-college,Married-civ-spouse,Craft-repair,Husband,Black,Male
59,Bachelors,Married-civ-spouse,Handlers-cleaners,Husband,White,Male
37,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male
38,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male
33,Bachelors,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male
23,Assoc-acdm,Married-civ-spouse,Other-service,Wife,White,Female
67,Masters,Widowed,Prof-specialty,Not-in-family,White,Male
60,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female
39,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male
32,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male
26,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female
39,HS-grad,Divorced,Tech-support,Unmarried,White,Female
